channel,contrast,source_task_count,projected_image_count,replicates,mean_null_contrast,fixed_42_empirical_se_of_mean,median_image_contrast_sd,image_contrast_sd_q05,image_contrast_sd_q95,projected_se_from_median_image_sd,conditional_80pct_mde_sampling_only,interpretation
boundary,C_minus_M,42,42,2000,-7.248055081584661e-05,0.002443933582792795,0.015562005269919105,0.011512731727884938,0.020971743007341396,0.002401269545276246,0.006727361262750781,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,C_minus_M,42,60,2000,-7.248055081584661e-05,0.002443933582792795,0.015562005269919105,0.011512731727884938,0.020971743007341396,0.0020090462414662914,0.005628514252597379,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,C_minus_M,42,72,2000,-7.248055081584661e-05,0.002443933582792795,0.015562005269919105,0.011512731727884938,0.020971743007341396,0.0018339999092034315,0.00513810703564486,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,C_minus_M,42,80,2000,-7.248055081584661e-05,0.002443933582792795,0.015562005269919105,0.011512731727884938,0.020971743007341396,0.001739885082487454,0.004874436328312114,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,W_minus_M,42,42,2000,1.8788006386997533e-05,0.0025220665099298994,0.015751722658577185,0.011604714629033295,0.02103875683720661,0.0024305435738922482,0.006809374948595988,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,W_minus_M,42,60,2000,1.8788006386997533e-05,0.0025220665099298994,0.015751722658577185,0.011604714629033295,0.02103875683720661,0.002033538651024915,0.005697131825172788,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,W_minus_M,42,72,2000,1.8788006386997533e-05,0.0025220665099298994,0.015751722658577185,0.011604714629033295,0.02103875683720661,0.0018563583178749536,0.005200746022879525,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,W_minus_M,42,80,2000,1.8788006386997533e-05,0.0025220665099298994,0.015751722658577185,0.011604714629033295,0.02103875683720661,0.0017610961313651147,0.004933860889308439,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,W_minus_C,42,42,2000,9.126855720284412e-05,0.0024671544853495735,0.015761797528202184,0.01144879906460892,0.021198030371908663,0.002432098160025817,0.006813730254128078,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,W_minus_C,42,60,2000,9.126855720284412e-05,0.0024671544853495735,0.015761797528202184,0.01144879906460892,0.021198030371908663,0.002034839311100676,0.00570077573521483,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,W_minus_C,42,72,2000,9.126855720284412e-05,0.0024671544853495735,0.015761797528202184,0.01144879906460892,0.021198030371908663,0.0018575456526468547,0.0052040724424254345,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
boundary,W_minus_C,42,80,2000,9.126855720284412e-05,0.0024671544853495735,0.015761797528202184,0.01144879906460892,0.021198030371908663,0.001762222536032412,0.004937016607973953,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,C_minus_M,42,42,2000,-8.291680365309588e-05,0.0037207685705110826,0.024124752194532438,0.018234316040658654,0.030925075559558837,0.0037225300806216833,0.010428985247850584,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,C_minus_M,42,60,2000,-8.291680365309588e-05,0.0037207685705110826,0.024124752194532438,0.018234316040658654,0.030925075559558837,0.003114492116026832,0.008725515074190154,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,C_minus_M,42,72,2000,-8.291680365309588e-05,0.0037207685705110826,0.024124752194532438,0.018234316040658654,0.030925075559558837,0.0028431293118664886,0.007965269053308851,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,C_minus_M,42,80,2000,-8.291680365309588e-05,0.0037207685705110826,0.024124752194532438,0.018234316040658654,0.030925075559558837,0.002697229292365588,0.007556517715352733,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,W_minus_M,42,42,2000,-7.275304465873576e-05,0.003809104063915239,0.024316511689420325,0.018404161749629853,0.030261049805009235,0.003752119213069923,0.01051188172393436,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,W_minus_M,42,60,2000,-7.275304465873576e-05,0.003809104063915239,0.024316511689420325,0.018404161749629853,0.030261049805009235,0.0031392481603660966,0.008794871242069985,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,W_minus_M,42,72,2000,-7.275304465873576e-05,0.003809104063915239,0.024316511689420325,0.018404161749629853,0.030261049805009235,0.0028657283850651773,0.00802858228272535,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,W_minus_M,42,80,2000,-7.275304465873576e-05,0.003809104063915239,0.024316511689420325,0.018404161749629853,0.030261049805009235,0.002718668655660605,0.007616581918645806,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,W_minus_C,42,42,2000,1.0163758994360155e-05,0.0037483272735507702,0.024348650420742225,0.018246092815712534,0.030749112131006895,0.003757078326976424,0.01052577510414975,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
wall,W_minus_C,42,60,2000,1.0163758994360155e-05,0.0037483272735507702,0.024348650420742225,0.018246092815712534,0.030749112131006895,0.003143397252738695,0.008806495277929642,"sampling-noise lower bound under null; excludes treatment heterogeneity, building correlation, worker superpopulation, invalid outcomes, and stimulus variation"
