replicate,channel,contrast,task_count,mean_contrast,image_contrast_sd
17,wall,W_minus_M,42,-0.010921023965523876,0.025743712263532673
17,wall,W_minus_C,42,-0.009188140406177034,0.022200778865510983
18,boundary,C_minus_M,42,-0.0044711498436330556,0.015268915075665164
18,boundary,W_minus_M,42,-0.00032451932018827157,0.01394642261136051
18,boundary,W_minus_C,42,0.004146630523444784,0.011595349845597694
18,wall,C_minus_M,42,-0.00012763437962197112,0.024679451564140503
18,wall,W_minus_M,42,0.0025913611117797434,0.0243159874229045
18,wall,W_minus_C,42,0.0027189954914017137,0.022987086437120535
19,boundary,C_minus_M,42,0.003301233120232045,0.014948807399208317
19,boundary,W_minus_M,42,0.0031743473163765037,0.014895398047197136
19,boundary,W_minus_C,42,-0.00012688580385554105,0.014844426858749813
19,wall,C_minus_M,42,-0.0006328546628326141,0.02277488258788688
19,wall,W_minus_M,42,0.0004381045259760268,0.02390093341191966
19,wall,W_minus_C,42,0.0010709591888086406,0.02357582231186817
20,boundary,C_minus_M,42,0.0027005221204287975,0.018172645089375116
20,boundary,W_minus_M,42,0.00201371524059358,0.015918184836957085
20,boundary,W_minus_C,42,-0.0006868068798352169,0.01707175717982821
20,wall,C_minus_M,42,0.001626101339280286,0.022330179394822083
20,wall,W_minus_M,42,0.002075009977030537,0.027897109474136178
20,wall,W_minus_C,42,0.0004489086377502509,0.02581763468684395
21,boundary,C_minus_M,42,0.0011754369674519484,0.013986737727676607
21,boundary,W_minus_M,42,0.0024018592301530456,0.01297249537256897
21,boundary,W_minus_C,42,0.0012264222627010979,0.01701295484656456
21,wall,C_minus_M,42,-4.2562102329405986e-05,0.023071932850418565
21,wall,W_minus_M,42,0.007095541263743658,0.02480400226693891
21,wall,W_minus_C,42,0.007138103366073063,0.025042585504507626
22,boundary,C_minus_M,42,0.0017096254421793378,0.014472673513532373
22,boundary,W_minus_M,42,0.002580930203002026,0.01143144987779366
22,boundary,W_minus_C,42,0.0008713047608226878,0.016299195989096533
22,wall,C_minus_M,42,0.0029700544052978163,0.022121887744222957
22,wall,W_minus_M,42,0.0062630599709572535,0.02621870592734589
22,wall,W_minus_C,42,0.0032930055656594354,0.02991616224253081
23,boundary,C_minus_M,42,-0.0012699778323052747,0.014510920077582371
23,boundary,W_minus_M,42,0.002618584803316915,0.014418233589806824
23,boundary,W_minus_C,42,0.0038885626356221894,0.015248675166328253
23,wall,C_minus_M,42,3.4507056576805754e-05,0.017285488294677007
23,wall,W_minus_M,42,0.0029915003209820207,0.020094115391561914
23,wall,W_minus_C,42,0.002956993264405216,0.0252550293866838
24,boundary,C_minus_M,42,0.0008214925897173851,0.018384828289925874
24,boundary,W_minus_M,42,-0.0006908471932083553,0.021269496118036964
24,boundary,W_minus_C,42,-0.0015123397829257402,0.020004222595812474
24,wall,C_minus_M,42,-0.0013478572864068375,0.02081050017320304
24,wall,W_minus_M,42,-0.001166679755181032,0.026666003714325003
24,wall,W_minus_C,42,0.0001811775312258047,0.02430257321942047
25,boundary,C_minus_M,42,-0.0011082926371147037,0.013092921659157472
25,boundary,W_minus_M,42,-0.0021581530310518953,0.013114622977084621
25,boundary,W_minus_C,42,-0.0010498603939371911,0.012792046368526036
25,wall,C_minus_M,42,-0.0019018045169467341,0.027337517111525423
25,wall,W_minus_M,42,-0.00464887266863011,0.02477498640091542
25,wall,W_minus_C,42,-0.002747068151683375,0.024409279995342596
26,boundary,C_minus_M,42,0.0016065011334546497,0.015999110738556747
26,boundary,W_minus_M,42,0.0038623528239623154,0.017964879396215667
26,boundary,W_minus_C,42,0.002255851690507666,0.01453510765937908
26,wall,C_minus_M,42,0.003698436360298693,0.026134555543083388
26,wall,W_minus_M,42,0.004715565659240923,0.027803490320526206
26,wall,W_minus_C,42,0.0010171292989422309,0.029964024295713033
27,boundary,C_minus_M,42,-0.0014380957525539295,0.012256216984412913
27,boundary,W_minus_M,42,0.001937088985387681,0.010094583089332807
27,boundary,W_minus_C,42,0.0033751847379416104,0.01505312794036291
27,wall,C_minus_M,42,-0.0045549503647787076,0.02201886181940361
27,wall,W_minus_M,42,0.0029700843575547406,0.023559369593725912
27,wall,W_minus_C,42,0.007525034722333449,0.021402575952391565
28,boundary,C_minus_M,42,0.0005763399898007142,0.013340388728481669
28,boundary,W_minus_M,42,-0.0008088059876354828,0.015112864761512013
28,boundary,W_minus_C,42,-0.0013851459774361964,0.015428798441746286
28,wall,C_minus_M,42,0.0032194444755637313,0.02445393456651227
28,wall,W_minus_M,42,-0.00030746388521510777,0.019933525675966828
28,wall,W_minus_C,42,-0.00352690836077884,0.02325982795334093
29,boundary,C_minus_M,42,-0.0018052422428451484,0.013273019779928367
29,boundary,W_minus_M,42,-0.0012279500426359354,0.015638795217746294
29,boundary,W_minus_C,42,0.0005772922002092127,0.01919382443732278
29,wall,C_minus_M,42,0.0018375649584266877,0.028353279755560637
29,wall,W_minus_M,42,0.00037951859878857495,0.02378391898412734
29,wall,W_minus_C,42,-0.0014580463596381129,0.027000894687950982
30,boundary,C_minus_M,42,-0.0013599158055527544,0.013090498383833258
30,boundary,W_minus_M,42,-0.0017474126964107206,0.011789793041649245
30,boundary,W_minus_C,42,-0.0003874968908579655,0.01004162407317565
30,wall,C_minus_M,42,0.0021814153573766295,0.024167777481030096
30,wall,W_minus_M,42,0.002853528291169278,0.022765275081460007
30,wall,W_minus_C,42,0.0006721129337926487,0.02679594126921144
31,boundary,C_minus_M,42,-0.003973569606314246,0.013500605296733453
31,boundary,W_minus_M,42,-0.0029293980970671028,0.01884191869874483
31,boundary,W_minus_C,42,0.001044171509247142,0.014751144412538808
31,wall,C_minus_M,42,-0.0054086918655243035,0.021622285397503417
31,wall,W_minus_M,42,-0.004155010428146506,0.02449235567956704
31,wall,W_minus_C,42,0.0012536814373777985,0.019655538268552094
32,boundary,C_minus_M,42,0.0009300300216949296,0.015877468547212798
32,boundary,W_minus_M,42,0.004653253544123213,0.018165714260592554
32,boundary,W_minus_C,42,0.003723223522428285,0.017021244763777605
32,wall,C_minus_M,42,-0.0010832530398868709,0.032228386691610905
32,wall,W_minus_M,42,-0.001443585320865783,0.03483255021225243
32,wall,W_minus_C,42,-0.0003603322809789118,0.020105775885864312
33,boundary,C_minus_M,42,-0.0024331502892454724,0.016224118965422734
33,boundary,W_minus_M,42,0.0026154535106592473,0.021419507159618392
33,boundary,W_minus_C,42,0.005048603799904721,0.018140744345600222
33,wall,C_minus_M,42,0.0010776403144819257,0.02079575798035427
33,wall,W_minus_M,42,0.010196326359594159,0.0302908979867404
33,wall,W_minus_C,42,0.00911868604511223,0.03087334212474768
34,boundary,C_minus_M,42,-0.0036866724332938116,0.02502571360442969
34,boundary,W_minus_M,42,-0.0008670288979309905,0.01908809024387641
34,boundary,W_minus_C,42,0.0028196435353628206,0.014768034999795463
34,wall,C_minus_M,42,-0.0015154878708393972,0.027076615331920826
34,wall,W_minus_M,42,-0.0002126154277352819,0.023913898744433424
34,wall,W_minus_C,42,0.0013028724431041147,0.021818157808471572
35,boundary,C_minus_M,42,0.00047299074192397653,0.016824854470428693
35,boundary,W_minus_M,42,0.00040652366911044836,0.01405797836994121
35,boundary,W_minus_C,42,-6.646707281352851e-05,0.01756300004521421
35,wall,C_minus_M,42,-0.00020336086336002448,0.02285411037343318
35,wall,W_minus_M,42,2.8822993987745888e-05,0.02097368640099917
35,wall,W_minus_C,42,0.00023218385734777105,0.022502640113091655
36,boundary,C_minus_M,42,-0.003970737517870266,0.020491693930979236
36,boundary,W_minus_M,42,-0.00129800140172199,0.016418541277232503
36,boundary,W_minus_C,42,0.0026727361161482757,0.01254591349338092
36,wall,C_minus_M,42,-0.005438968910034717,0.02501467405709724
36,wall,W_minus_M,42,-0.00323417800166679,0.02056555834622767
36,wall,W_minus_C,42,0.002204790908367926,0.015548600061843602
37,boundary,C_minus_M,42,0.0009262862265310426,0.022544375668851053
37,boundary,W_minus_M,42,-0.0008794707054035846,0.011116998459653691
37,boundary,W_minus_C,42,-0.0018057569319346277,0.016955609314774453
37,wall,C_minus_M,42,-0.002798082703173462,0.03577261758646563
37,wall,W_minus_M,42,-0.004702269424969289,0.021963750541869245
37,wall,W_minus_C,42,-0.001904186721795828,0.029659158688457102
38,boundary,C_minus_M,42,-0.00337139621496023,0.013807527733348571
38,boundary,W_minus_M,42,0.00047675327191288225,0.018211179303079455
38,boundary,W_minus_C,42,0.003848149486873113,0.01333677495209231
38,wall,C_minus_M,42,-0.005751879390039003,0.02061472559042895
38,wall,W_minus_M,42,0.0009891397844923283,0.025266769774748937
38,wall,W_minus_C,42,0.006741019174531331,0.01881452761427984
39,boundary,C_minus_M,42,-0.002523324599966191,0.014101519883211913
39,boundary,W_minus_M,42,-0.0018431692708744706,0.013478932948261337
39,boundary,W_minus_C,42,0.0006801553290917205,0.013643547207390347
39,wall,C_minus_M,42,-0.005017425574244426,0.01798487793617011
39,wall,W_minus_M,42,-0.002801017485295854,0.02263164236870896
39,wall,W_minus_C,42,0.0022164080889485716,0.01813928620770644
40,boundary,C_minus_M,42,-0.0009082951179583038,0.01080505513866488
40,boundary,W_minus_M,42,0.001791631653430959,0.016299906636132993
40,boundary,W_minus_C,42,0.0026999267713892624,0.01614674969259928
40,wall,C_minus_M,42,-0.0005298272261890923,0.021643661742354325
40,wall,W_minus_M,42,-0.00026544767289618146,0.022541002151479146
40,wall,W_minus_C,42,0.0002643795532929114,0.022704011355024572
41,boundary,C_minus_M,42,-0.001360595068032434,0.015896401808024273
41,boundary,W_minus_M,42,-5.206304971189446e-05,0.011725387724647034
41,boundary,W_minus_C,42,0.0013085320183205396,0.01210689153961509
41,wall,C_minus_M,42,0.0012788789373657655,0.024099748543101023
41,wall,W_minus_M,42,0.002004517346332153,0.01917251953600743
41,wall,W_minus_C,42,0.0007256384089663866,0.02470535761715863
42,boundary,C_minus_M,42,-0.0007980655203569608,0.015388190164670095
42,boundary,W_minus_M,42,-0.002376322839935947,0.015660996253539016
42,boundary,W_minus_C,42,-0.0015782573195789861,0.012870265841332532
42,wall,C_minus_M,42,-0.00045673018664344937,0.022084374355583775
42,wall,W_minus_M,42,-0.005355004280712597,0.022211171214564677
42,wall,W_minus_C,42,-0.004898274094069148,0.01773230102704146
43,boundary,C_minus_M,42,-0.002144836548547493,0.01431911828184653
43,boundary,W_minus_M,42,0.00023614784758423977,0.019588159900628753
43,boundary,W_minus_C,42,0.002380984396131732,0.016495758498445676
43,wall,C_minus_M,42,-0.002351587984254904,0.024464617077464924
43,wall,W_minus_M,42,0.0020706983714795244,0.027024031199220463
43,wall,W_minus_C,42,0.004422286355734428,0.02433022596628643
44,boundary,C_minus_M,42,-0.0013266907800829643,0.014052186597701013
44,boundary,W_minus_M,42,-0.004174019526306432,0.01415791481777534
44,boundary,W_minus_C,42,-0.0028473287462234672,0.01679722804190018
44,wall,C_minus_M,42,0.003022985076560733,0.03326206057398726
44,wall,W_minus_M,42,-0.0046394355748362245,0.02195578456491373
44,wall,W_minus_C,42,-0.007662420651396957,0.02540057440175337
45,boundary,C_minus_M,42,0.0020731162585111446,0.017624250556184596
45,boundary,W_minus_M,42,0.0010600433020782805,0.014756911307316831
45,boundary,W_minus_C,42,-0.0010130729564328642,0.01815060435226706
45,wall,C_minus_M,42,0.0012481557725583837,0.02343056032742822
45,wall,W_minus_M,42,0.0032975275499090998,0.023634589235280373
45,wall,W_minus_C,42,0.002049371777350715,0.022207412391775542
46,boundary,C_minus_M,42,-0.00133521081075243,0.014703583530716555
46,boundary,W_minus_M,42,-4.2552458275628026e-07,0.014597785469107984
46,boundary,W_minus_C,42,0.001334785286169674,0.014207352553767587
46,wall,C_minus_M,42,-0.001613615465857795,0.020504931361811096
46,wall,W_minus_M,42,0.003264118097178782,0.027902789688320235
46,wall,W_minus_C,42,0.004877733563036576,0.0269569632518518
47,boundary,C_minus_M,42,-0.001329608289307102,0.022905850467080255
47,boundary,W_minus_M,42,-0.0035480520479488657,0.018824986345049546
47,boundary,W_minus_C,42,-0.0022184437586417636,0.020349246232573358
47,wall,C_minus_M,42,-0.0019781777398420403,0.02546127076724967
47,wall,W_minus_M,42,-0.004515589523392415,0.028929146339592732
47,wall,W_minus_C,42,-0.002537411783550374,0.028232410055076734
48,boundary,C_minus_M,42,0.0007879074479588846,0.015260519684403314
48,boundary,W_minus_M,42,-0.004233424759427408,0.012330230509913304
48,boundary,W_minus_C,42,-0.005021332207386294,0.011666466585692007
48,wall,C_minus_M,42,0.001988662034117563,0.02386273165126312
48,wall,W_minus_M,42,-0.0037098226322716497,0.019976799667468244
48,wall,W_minus_C,42,-0.005698484666389213,0.02031083584592419
49,boundary,C_minus_M,42,0.0011544713608815395,0.012516106573269953
49,boundary,W_minus_M,42,-0.0011377010056581687,0.01326816255666129
49,boundary,W_minus_C,42,-0.0022921723665397077,0.01528147793844935
49,wall,C_minus_M,42,0.002640731686014704,0.026582678093839955
49,wall,W_minus_M,42,-0.002903912679323309,0.024106853276126196
49,wall,W_minus_C,42,-0.005544644365338012,0.030263668637534998
50,boundary,C_minus_M,42,-0.004145810538122112,0.01705547952030037
50,boundary,W_minus_M,42,-0.0015895368161899937,0.016360351646647234
50,boundary,W_minus_C,42,0.0025562737219321165,0.01668937303812461
50,wall,C_minus_M,42,-0.005389097002681501,0.026132132130924617
50,wall,W_minus_M,42,0.0035610999604303935,0.027439943820143576
50,wall,W_minus_C,42,0.008950196963111895,0.02324639154571976
51,boundary,C_minus_M,42,0.0003765652166645759,0.013065168018898314
51,boundary,W_minus_M,42,-0.0002894839683766049,0.021917091747981964
51,boundary,W_minus_C,42,-0.0006660491850411812,0.016952193893826625
51,wall,C_minus_M,42,0.0060326522538880585,0.023025086582974384
51,wall,W_minus_M,42,0.0022912687943103588,0.02329167052961077
51,wall,W_minus_C,42,-0.003741383459577699,0.027979754814237666
52,boundary,C_minus_M,42,-0.0005996503589710545,0.013026690361586716
52,boundary,W_minus_M,42,0.0036618019097661458,0.01752676451020601
52,boundary,W_minus_C,42,0.004261452268737201,0.013773016177616185
52,wall,C_minus_M,42,-0.00041385025633809144,0.02292461806934839
52,wall,W_minus_M,42,0.0025066735620386284,0.021646939902237622
52,wall,W_minus_C,42,0.0029205238183767205,0.02337824253105455
53,boundary,C_minus_M,42,0.00035105632221891017,0.016831164535139564
53,boundary,W_minus_M,42,-0.002133662853172131,0.0116472709481348
53,boundary,W_minus_C,42,-0.0024847191753910414,0.012830261665315326
53,wall,C_minus_M,42,0.0003650979928242305,0.024855257337646416
53,wall,W_minus_M,42,-0.004447448735039587,0.02698662593521412
53,wall,W_minus_C,42,-0.004812546727863819,0.02432289362731092
54,boundary,C_minus_M,42,-0.0046233615392482635,0.011849546851906664
54,boundary,W_minus_M,42,-0.0056343509074313096,0.013979092751028991
54,boundary,W_minus_C,42,-0.0010109893681830464,0.014471609240581995
54,wall,C_minus_M,42,-0.0065969266928060915,0.021749199402492606
54,wall,W_minus_M,42,-0.007844924840443532,0.023302263018092854
54,wall,W_minus_C,42,-0.0012479981476374445,0.022420068320953113
55,boundary,C_minus_M,42,-0.0001669347561225118,0.011345436263406852
55,boundary,W_minus_M,42,0.006484767604402387,0.018246868567964564
55,boundary,W_minus_C,42,0.006651702360524899,0.019167682077602718
55,wall,C_minus_M,42,8.365761499049054e-05,0.01790747862535936
55,wall,W_minus_M,42,0.005591074348160351,0.024526254206002303
55,wall,W_minus_C,42,0.005507416733169861,0.023010796903290318
56,boundary,C_minus_M,42,-0.0006503699307838734,0.013996151536282668
56,boundary,W_minus_M,42,0.0023247320319237782,0.01610399464795302
56,boundary,W_minus_C,42,0.002975101962707652,0.012356456614233884
56,wall,C_minus_M,42,-0.0030498407250111196,0.023933068821607294
56,wall,W_minus_M,42,0.000589786847274215,0.026852353989543488
56,wall,W_minus_C,42,0.0036396275722853353,0.02185570239526672
57,boundary,C_minus_M,42,0.002289404138156057,0.01627874791547564
57,boundary,W_minus_M,42,0.004068093130512445,0.015389469052161204
57,boundary,W_minus_C,42,0.001778688992356387,0.01887625872354424
57,wall,C_minus_M,42,0.0021455502857851794,0.022212835409592506
57,wall,W_minus_M,42,0.00398419220130053,0.024677943486032174
57,wall,W_minus_C,42,0.001838641915515351,0.025630881882303884
58,boundary,C_minus_M,42,-0.0018673046281659227,0.01584169054475305
58,boundary,W_minus_M,42,-0.0033142752565024046,0.012668232226575649
58,boundary,W_minus_C,42,-0.0014469706283364813,0.01305765313130172
58,wall,C_minus_M,42,-0.004550311019176647,0.02152510516158178
58,wall,W_minus_M,42,-0.006355356409748164,0.02378898615081569
58,wall,W_minus_C,42,-0.0018050453905715158,0.016060085736343332
59,boundary,C_minus_M,42,-0.002812517420754929,0.010900214059711548
59,boundary,W_minus_M,42,0.001115349771891462,0.014695062720207241
59,boundary,W_minus_C,42,0.003927867192646391,0.01670573949902009
59,wall,C_minus_M,42,-0.003142171633573429,0.023963809168232635
59,wall,W_minus_M,42,0.0012899689352595589,0.0261126749446352
59,wall,W_minus_C,42,0.00443214056883299,0.023695553196462365
60,boundary,C_minus_M,42,0.00043720541394213195,0.014700544678074667
60,boundary,W_minus_M,42,-0.00041484022380431946,0.013179441926377166
60,boundary,W_minus_C,42,-0.0008520456377464515,0.013839147812898477
60,wall,C_minus_M,42,0.004718751126873703,0.029219180735133028
60,wall,W_minus_M,42,0.0010313248446646667,0.018991896499988083
60,wall,W_minus_C,42,-0.0036874262822090362,0.024176882788719628
61,boundary,C_minus_M,42,0.0009048747828965181,0.016338086322559297
61,boundary,W_minus_M,42,0.0024207169254722096,0.01681392060839854
61,boundary,W_minus_C,42,0.0015158421425756918,0.014906698331219917
61,wall,C_minus_M,42,0.0021279102379293886,0.02459319663594045
61,wall,W_minus_M,42,0.004195100559725383,0.020830598463698082
61,wall,W_minus_C,42,0.0020671903217959944,0.02133419791527212
62,boundary,C_minus_M,42,0.0030570011900113944,0.007704863872796444
62,boundary,W_minus_M,42,0.008972784963682442,0.022290677998940165
62,boundary,W_minus_C,42,0.005915783773671049,0.020551213631984235
62,wall,C_minus_M,42,0.003738539602385268,0.016995477117728544
62,wall,W_minus_M,42,0.010789199498388906,0.021304120755135585
62,wall,W_minus_C,42,0.007050659896003637,0.01999610200590931
63,boundary,C_minus_M,42,0.003524624916520462,0.016055817693079854
63,boundary,W_minus_M,42,0.0003506596728330231,0.015909568376666364
63,boundary,W_minus_C,42,-0.00317396524368744,0.016506111207399768
63,wall,C_minus_M,42,0.004331701400066417,0.021297911226336754
63,wall,W_minus_M,42,-6.378299878671708e-05,0.025052585920170553
63,wall,W_minus_C,42,-0.004395484398853134,0.025034480999703637
64,boundary,C_minus_M,42,-0.0005446921545058851,0.016514696858567192
64,boundary,W_minus_M,42,-0.0005791847919465983,0.014319837927933756
64,boundary,W_minus_C,42,-3.449263744071258e-05,0.016125369897152103
64,wall,C_minus_M,42,0.0006751134799124195,0.0234584573985241
64,wall,W_minus_M,42,-0.0007664512375461898,0.025485197846528963
64,wall,W_minus_C,42,-0.0014415647174586103,0.023524127185899947
65,boundary,C_minus_M,42,0.0029700527577523534,0.015781808891609992
65,boundary,W_minus_M,42,-0.0004233865824457634,0.010652207663088978
65,boundary,W_minus_C,42,-0.0033934393401981165,0.0168793558384072
65,wall,C_minus_M,42,0.0047191562105752885,0.015610621621739795
65,wall,W_minus_M,42,0.0015057807106691342,0.016206112353112288
65,wall,W_minus_C,42,-0.003213375499906154,0.02149507331865519
66,boundary,C_minus_M,42,-0.0036037006899539083,0.020184637053231456
66,boundary,W_minus_M,42,-0.00033769883218271135,0.01675344330651384
66,boundary,W_minus_C,42,0.0032660018577711967,0.017788494524844496
66,wall,C_minus_M,42,-0.002541052305760552,0.029342512272499167
66,wall,W_minus_M,42,-0.0004685098421763492,0.025501587329781635
66,wall,W_minus_C,42,0.002072542463584201,0.026076792594370738
67,boundary,C_minus_M,42,-0.0008429413942071775,0.014798866954211686
67,boundary,W_minus_M,42,0.000523931297881781,0.01855061022269464
67,boundary,W_minus_C,42,0.001366872692088959,0.012576512085187135
67,wall,C_minus_M,42,-0.0033068892832593677,0.031733424261260995
67,wall,W_minus_M,42,-0.003616428596660534,0.02747308732819773
67,wall,W_minus_C,42,-0.00030953931340116586,0.019473810835420338
68,boundary,C_minus_M,42,0.0038967096247176118,0.022653458178950696
68,boundary,W_minus_M,42,-0.0003240432307251021,0.012134862590652195
68,boundary,W_minus_C,42,-0.0042207528554427136,0.018466958511962252
68,wall,C_minus_M,42,0.010820868388301215,0.029757283918202593
68,wall,W_minus_M,42,0.0009701219339727811,0.02162941398841317
68,wall,W_minus_C,42,-0.009850746454328435,0.02743919175546382
