condition,target,design,method,status,target_images
semi,full_p_by_8,all_other_building,source_frequency_or_median,ok,42
semi,full_p_by_8,all_other_building,uniform_random_source_expectation,ok,42
semi,full_p_by_8,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,2
semi,full_p_by_8,same_building_diagnostic,dinov3__block12__faces_global,ok,40
semi,full_p_by_8,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,full_p_by_8,same_building_diagnostic,dinov3__block12__panorama_mean,ok,40
semi,full_p_by_8,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,full_p_by_8,same_building_diagnostic,dinov3__block3__panorama_mean,ok,40
semi,full_p_by_8,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,2
semi,full_p_by_8,same_building_diagnostic,dinov3__cls__panorama,ok,40
semi,full_p_by_8,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,2
semi,full_p_by_8,same_building_diagnostic,source_frequency_or_median,ok,40
semi,full_p_by_8,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,2
semi,full_p_by_8,same_building_diagnostic,uniform_random_source_expectation,ok,40
semi,full_p_by_8,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,6
semi,full_p_by_8,same_mainspace_other_building,dinov3__block12__faces_global,ok,36
semi,full_p_by_8,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,6
semi,full_p_by_8,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,36
semi,full_p_by_8,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,6
semi,full_p_by_8,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,36
semi,full_p_by_8,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,6
semi,full_p_by_8,same_mainspace_other_building,dinov3__cls__panorama,ok,36
semi,full_p_by_8,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,6
semi,full_p_by_8,same_mainspace_other_building,source_frequency_or_median,ok,36
semi,full_p_by_8,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,6
semi,full_p_by_8,same_mainspace_other_building,uniform_random_source_expectation,ok,36
semi,full_p_by_8,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,full_p_by_8,same_scene_other_building,dinov3__block12__faces_global,ok,37
semi,full_p_by_8,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,full_p_by_8,same_scene_other_building,dinov3__block12__panorama_mean,ok,37
semi,full_p_by_8,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,full_p_by_8,same_scene_other_building,dinov3__block3__panorama_mean,ok,37
semi,full_p_by_8,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,full_p_by_8,same_scene_other_building,dinov3__cls__panorama,ok,37
semi,full_p_by_8,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,full_p_by_8,same_scene_other_building,source_frequency_or_median,ok,37
semi,full_p_by_8,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,full_p_by_8,same_scene_other_building,uniform_random_source_expectation,ok,37
semi,full_p_by_8,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,42
semi,full_p_by_8,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,42
semi,full_p_by_8,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,42
semi,full_p_by_8,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,42
semi,full_p_by_8,supported_same_room,source_frequency_or_median,no_eligible_source_history,42
semi,full_p_by_8,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,42
semi,grade_v1,all_other_building,dinov3__block12__faces_global,ok,5
semi,grade_v1,all_other_building,dinov3__block12__panorama_mean,ok,5
semi,grade_v1,all_other_building,dinov3__block3__panorama_mean,ok,5
semi,grade_v1,all_other_building,dinov3__cls__panorama,ok,5
semi,grade_v1,all_other_building,source_frequency_or_median,ok,5
semi,grade_v1,all_other_building,uniform_random_source_expectation,ok,5
semi,grade_v1,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,1
semi,grade_v1,same_building_diagnostic,dinov3__block12__faces_global,ok,4
semi,grade_v1,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,1
semi,grade_v1,same_building_diagnostic,dinov3__block12__panorama_mean,ok,4
semi,grade_v1,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,1
semi,grade_v1,same_building_diagnostic,dinov3__block3__panorama_mean,ok,4
semi,grade_v1,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,1
semi,grade_v1,same_building_diagnostic,dinov3__cls__panorama,ok,4
semi,grade_v1,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,1
semi,grade_v1,same_building_diagnostic,source_frequency_or_median,ok,4
semi,grade_v1,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,1
semi,grade_v1,same_building_diagnostic,uniform_random_source_expectation,ok,4
semi,grade_v1,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,2
semi,grade_v1,same_mainspace_other_building,dinov3__block12__faces_global,ok,3
semi,grade_v1,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,grade_v1,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,3
semi,grade_v1,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,grade_v1,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,3
semi,grade_v1,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,2
semi,grade_v1,same_mainspace_other_building,dinov3__cls__panorama,ok,3
semi,grade_v1,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,2
semi,grade_v1,same_mainspace_other_building,source_frequency_or_median,ok,3
semi,grade_v1,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,2
semi,grade_v1,same_mainspace_other_building,uniform_random_source_expectation,ok,3
semi,grade_v1,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,grade_v1,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,grade_v1,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,grade_v1,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,grade_v1,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,grade_v1,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,grade_v1,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,5
semi,grade_v1,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,grade_v1,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,grade_v1,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,5
semi,grade_v1,supported_same_room,source_frequency_or_median,no_eligible_source_history,5
semi,grade_v1,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,5
semi,half_tv_all,all_other_building,dinov3__block12__faces_global,ok,42
semi,half_tv_all,all_other_building,dinov3__block12__panorama_mean,ok,42
semi,half_tv_all,all_other_building,dinov3__block3__panorama_mean,ok,42
semi,half_tv_all,all_other_building,dinov3__cls__panorama,ok,42
semi,half_tv_all,all_other_building,source_frequency_or_median,ok,42
semi,half_tv_all,all_other_building,uniform_random_source_expectation,ok,42
semi,half_tv_all,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,2
semi,half_tv_all,same_building_diagnostic,dinov3__block12__faces_global,ok,40
semi,half_tv_all,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,half_tv_all,same_building_diagnostic,dinov3__block12__panorama_mean,ok,40
semi,half_tv_all,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,half_tv_all,same_building_diagnostic,dinov3__block3__panorama_mean,ok,40
semi,half_tv_all,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,2
semi,half_tv_all,same_building_diagnostic,dinov3__cls__panorama,ok,40
semi,half_tv_all,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,2
semi,half_tv_all,same_building_diagnostic,source_frequency_or_median,ok,40
semi,half_tv_all,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,2
semi,half_tv_all,same_building_diagnostic,uniform_random_source_expectation,ok,40
semi,half_tv_all,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,6
semi,half_tv_all,same_mainspace_other_building,dinov3__block12__faces_global,ok,36
semi,half_tv_all,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,6
semi,half_tv_all,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,36
semi,half_tv_all,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,6
semi,half_tv_all,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,36
semi,half_tv_all,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,6
semi,half_tv_all,same_mainspace_other_building,dinov3__cls__panorama,ok,36
semi,half_tv_all,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,6
semi,half_tv_all,same_mainspace_other_building,source_frequency_or_median,ok,36
semi,half_tv_all,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,6
semi,half_tv_all,same_mainspace_other_building,uniform_random_source_expectation,ok,36
semi,half_tv_all,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,half_tv_all,same_scene_other_building,dinov3__block12__faces_global,ok,37
semi,half_tv_all,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,half_tv_all,same_scene_other_building,dinov3__block12__panorama_mean,ok,37
semi,half_tv_all,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,half_tv_all,same_scene_other_building,dinov3__block3__panorama_mean,ok,37
semi,half_tv_all,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,half_tv_all,same_scene_other_building,dinov3__cls__panorama,ok,37
semi,half_tv_all,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,half_tv_all,same_scene_other_building,source_frequency_or_median,ok,37
semi,half_tv_all,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,half_tv_all,same_scene_other_building,uniform_random_source_expectation,ok,37
semi,half_tv_all,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,42
semi,half_tv_all,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,42
semi,half_tv_all,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,42
semi,half_tv_all,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,42
semi,half_tv_all,supported_same_room,source_frequency_or_median,no_eligible_source_history,42
semi,half_tv_all,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,42
semi,late_quarter_new,all_other_building,dinov3__block12__faces_global,ok,42
semi,late_quarter_new,all_other_building,dinov3__block12__panorama_mean,ok,42
semi,late_quarter_new,all_other_building,dinov3__block3__panorama_mean,ok,42
semi,late_quarter_new,all_other_building,dinov3__cls__panorama,ok,42
semi,late_quarter_new,all_other_building,source_frequency_or_median,ok,42
semi,late_quarter_new,all_other_building,uniform_random_source_expectation,ok,42
semi,late_quarter_new,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,2
semi,late_quarter_new,same_building_diagnostic,dinov3__block12__faces_global,ok,40
semi,late_quarter_new,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,late_quarter_new,same_building_diagnostic,dinov3__block12__panorama_mean,ok,40
semi,late_quarter_new,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,late_quarter_new,same_building_diagnostic,dinov3__block3__panorama_mean,ok,40
semi,late_quarter_new,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,2
semi,late_quarter_new,same_building_diagnostic,dinov3__cls__panorama,ok,40
semi,late_quarter_new,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,2
semi,late_quarter_new,same_building_diagnostic,source_frequency_or_median,ok,40
semi,late_quarter_new,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,2
semi,late_quarter_new,same_building_diagnostic,uniform_random_source_expectation,ok,40
semi,late_quarter_new,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,6
semi,late_quarter_new,same_mainspace_other_building,dinov3__block12__faces_global,ok,36
semi,late_quarter_new,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,6
semi,late_quarter_new,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,36
semi,late_quarter_new,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,6
semi,late_quarter_new,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,36
semi,late_quarter_new,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,6
semi,late_quarter_new,same_mainspace_other_building,dinov3__cls__panorama,ok,36
semi,late_quarter_new,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,6
semi,late_quarter_new,same_mainspace_other_building,source_frequency_or_median,ok,36
semi,late_quarter_new,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,6
semi,late_quarter_new,same_mainspace_other_building,uniform_random_source_expectation,ok,36
semi,late_quarter_new,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,late_quarter_new,same_scene_other_building,dinov3__block12__faces_global,ok,37
semi,late_quarter_new,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,late_quarter_new,same_scene_other_building,dinov3__block12__panorama_mean,ok,37
semi,late_quarter_new,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,late_quarter_new,same_scene_other_building,dinov3__block3__panorama_mean,ok,37
semi,late_quarter_new,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,late_quarter_new,same_scene_other_building,dinov3__cls__panorama,ok,37
semi,late_quarter_new,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,late_quarter_new,same_scene_other_building,source_frequency_or_median,ok,37
semi,late_quarter_new,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,late_quarter_new,same_scene_other_building,uniform_random_source_expectation,ok,37
semi,late_quarter_new,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,42
semi,late_quarter_new,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,42
semi,late_quarter_new,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,42
semi,late_quarter_new,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,42
semi,late_quarter_new,supported_same_room,source_frequency_or_median,no_eligible_source_history,42
semi,late_quarter_new,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,42
semi,singleton_share,all_other_building,dinov3__block12__faces_global,ok,43
semi,singleton_share,all_other_building,dinov3__block12__panorama_mean,ok,43
semi,singleton_share,all_other_building,dinov3__block3__panorama_mean,ok,43
semi,singleton_share,all_other_building,dinov3__cls__panorama,ok,43
semi,singleton_share,all_other_building,source_frequency_or_median,ok,43
semi,singleton_share,all_other_building,uniform_random_source_expectation,ok,43
semi,singleton_share,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,2
semi,singleton_share,same_building_diagnostic,dinov3__block12__faces_global,ok,41
semi,singleton_share,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,singleton_share,same_building_diagnostic,dinov3__block12__panorama_mean,ok,41
semi,singleton_share,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,singleton_share,same_building_diagnostic,dinov3__block3__panorama_mean,ok,41
semi,singleton_share,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,2
semi,singleton_share,same_building_diagnostic,dinov3__cls__panorama,ok,41
semi,singleton_share,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,2
semi,singleton_share,same_building_diagnostic,source_frequency_or_median,ok,41
semi,singleton_share,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,2
semi,singleton_share,same_building_diagnostic,uniform_random_source_expectation,ok,41
semi,singleton_share,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,6
semi,singleton_share,same_mainspace_other_building,dinov3__block12__faces_global,ok,37
semi,singleton_share,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,6
semi,singleton_share,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,37
semi,singleton_share,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,6
semi,singleton_share,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,37
semi,singleton_share,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,6
semi,singleton_share,same_mainspace_other_building,dinov3__cls__panorama,ok,37
semi,singleton_share,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,6
semi,singleton_share,same_mainspace_other_building,source_frequency_or_median,ok,37
semi,singleton_share,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,6
semi,singleton_share,same_mainspace_other_building,uniform_random_source_expectation,ok,37
semi,singleton_share,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,singleton_share,same_scene_other_building,dinov3__block12__faces_global,ok,38
semi,singleton_share,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,singleton_share,same_scene_other_building,dinov3__block12__panorama_mean,ok,38
semi,singleton_share,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,singleton_share,same_scene_other_building,dinov3__block3__panorama_mean,ok,38
semi,singleton_share,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,singleton_share,same_scene_other_building,dinov3__cls__panorama,ok,38
semi,singleton_share,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,singleton_share,same_scene_other_building,source_frequency_or_median,ok,38
semi,singleton_share,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,singleton_share,same_scene_other_building,uniform_random_source_expectation,ok,38
semi,singleton_share,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,43
semi,singleton_share,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,43
semi,singleton_share,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,43
semi,singleton_share,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,43
semi,singleton_share,supported_same_room,source_frequency_or_median,no_eligible_source_history,43
semi,singleton_share,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,43
semi,within_cluster_median,all_other_building,dinov3__block12__faces_global,ok,42
semi,within_cluster_median,all_other_building,dinov3__block12__panorama_mean,ok,42
semi,within_cluster_median,all_other_building,dinov3__block3__panorama_mean,ok,42
semi,within_cluster_median,all_other_building,dinov3__cls__panorama,ok,42
semi,within_cluster_median,all_other_building,source_frequency_or_median,ok,42
semi,within_cluster_median,all_other_building,uniform_random_source_expectation,ok,42
semi,within_cluster_median,same_building_diagnostic,dinov3__block12__faces_global,no_eligible_source_history,2
semi,within_cluster_median,same_building_diagnostic,dinov3__block12__faces_global,ok,40
semi,within_cluster_median,same_building_diagnostic,dinov3__block12__panorama_mean,no_eligible_source_history,2
semi,within_cluster_median,same_building_diagnostic,dinov3__block12__panorama_mean,ok,40
semi,within_cluster_median,same_building_diagnostic,dinov3__block3__panorama_mean,no_eligible_source_history,2
semi,within_cluster_median,same_building_diagnostic,dinov3__block3__panorama_mean,ok,40
semi,within_cluster_median,same_building_diagnostic,dinov3__cls__panorama,no_eligible_source_history,2
semi,within_cluster_median,same_building_diagnostic,dinov3__cls__panorama,ok,40
semi,within_cluster_median,same_building_diagnostic,source_frequency_or_median,no_eligible_source_history,2
semi,within_cluster_median,same_building_diagnostic,source_frequency_or_median,ok,40
semi,within_cluster_median,same_building_diagnostic,uniform_random_source_expectation,no_eligible_source_history,2
semi,within_cluster_median,same_building_diagnostic,uniform_random_source_expectation,ok,40
semi,within_cluster_median,same_mainspace_other_building,dinov3__block12__faces_global,no_eligible_source_history,6
semi,within_cluster_median,same_mainspace_other_building,dinov3__block12__faces_global,ok,36
semi,within_cluster_median,same_mainspace_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,6
semi,within_cluster_median,same_mainspace_other_building,dinov3__block12__panorama_mean,ok,36
semi,within_cluster_median,same_mainspace_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,6
semi,within_cluster_median,same_mainspace_other_building,dinov3__block3__panorama_mean,ok,36
semi,within_cluster_median,same_mainspace_other_building,dinov3__cls__panorama,no_eligible_source_history,6
semi,within_cluster_median,same_mainspace_other_building,dinov3__cls__panorama,ok,36
semi,within_cluster_median,same_mainspace_other_building,source_frequency_or_median,no_eligible_source_history,6
semi,within_cluster_median,same_mainspace_other_building,source_frequency_or_median,ok,36
semi,within_cluster_median,same_mainspace_other_building,uniform_random_source_expectation,no_eligible_source_history,6
semi,within_cluster_median,same_mainspace_other_building,uniform_random_source_expectation,ok,36
semi,within_cluster_median,same_scene_other_building,dinov3__block12__faces_global,no_eligible_source_history,5
semi,within_cluster_median,same_scene_other_building,dinov3__block12__faces_global,ok,37
semi,within_cluster_median,same_scene_other_building,dinov3__block12__panorama_mean,no_eligible_source_history,5
semi,within_cluster_median,same_scene_other_building,dinov3__block12__panorama_mean,ok,37
semi,within_cluster_median,same_scene_other_building,dinov3__block3__panorama_mean,no_eligible_source_history,5
semi,within_cluster_median,same_scene_other_building,dinov3__block3__panorama_mean,ok,37
semi,within_cluster_median,same_scene_other_building,dinov3__cls__panorama,no_eligible_source_history,5
semi,within_cluster_median,same_scene_other_building,dinov3__cls__panorama,ok,37
semi,within_cluster_median,same_scene_other_building,source_frequency_or_median,no_eligible_source_history,5
semi,within_cluster_median,same_scene_other_building,source_frequency_or_median,ok,37
semi,within_cluster_median,same_scene_other_building,uniform_random_source_expectation,no_eligible_source_history,5
semi,within_cluster_median,same_scene_other_building,uniform_random_source_expectation,ok,37
semi,within_cluster_median,supported_same_room,dinov3__block12__faces_global,no_eligible_source_history,42
semi,within_cluster_median,supported_same_room,dinov3__block12__panorama_mean,no_eligible_source_history,42
semi,within_cluster_median,supported_same_room,dinov3__block3__panorama_mean,no_eligible_source_history,42
semi,within_cluster_median,supported_same_room,dinov3__cls__panorama,no_eligible_source_history,42
semi,within_cluster_median,supported_same_room,source_frequency_or_median,no_eligible_source_history,42
semi,within_cluster_median,supported_same_room,uniform_random_source_expectation,no_eligible_source_history,42
